apt_name,total_taxiout_additional_minutes,delay_type,delay_minutes
Munich,60731.5,Staffing,0
Munich,64047,Disruption,0
Munich,64047,Capacity,0
Munich,64047,Weather,13073
Munich,64047,Event,0
Munich,64047,Staffing,0
Munich,59215.5,Disruption,0
Munich,59215.5,Capacity,1615
Munich,59215.5,Weather,4104
Munich,59215.5,Event,0
Munich,59215.5,Staffing,0
Munich,64234.3,Disruption,0
Munich,64234.3,Capacity,0
Munich,64234.3,Weather,809
Munich,64234.3,Event,0
Munich,64234.3,Staffing,0
Munich,64435.4,Disruption,0
Munich,64435.4,Capacity,0
Munich,64435.4,Weather,5429
Munich,64435.4,Event,0
Munich,64435.4,Staffing,0
Munich,49030.3,Disruption,0
Munich,49030.3,Capacity,0
Munich,49030.3,Weather,1432
Munich,49030.3,Event,0
Munich,49030.3,Staffing,0
Munich,40192.7,Disruption,0
Munich,40192.7,Capacity,0
Munich,40192.7,Weather,2240
Munich,40192.7,Event,0
Munich,40192.7,Staffing,0
Munich,38125.9,Disruption,0
Munich,38125.9,Capacity,0
Munich,38125.9,Weather,1631
Munich,38125.9,Event,0
Munich,38125.9,Staffing,0
Munich,39774.2,Disruption,0
Munich,39774.2,Capacity,758
Munich,39774.2,Weather,3035
Munich,39774.2,Event,0
Munich,39774.2,Staffing,302
Munich,26665.3,Disruption,0
Munich,26665.3,Capacity,0
Munich,26665.3,Weather,2629
Munich,26665.3,Event,0
Munich,26665.3,Staffing,0
Munich,31586.5,Disruption,0
Munich,31586.5,Capacity,0
Munich,31586.5,Weather,872
Munich,31586.5,Event,0
Munich,31586.5,Staffing,0
Munich,31163.6,Disruption,0
Munich,31163.6,Capacity,1373
Munich,31163.6,Weather,797
Munich,31163.6,Event,0
Munich,31163.6,Staffing,0
Munich,22686.2,Disruption,0
Munich,22686.2,Capacity,1841
Munich,22686.2,Weather,887
Munich,22686.2,Event,0
Munich,22686.2,Staffing,0
Munich,18610.4,Disruption,0
Munich,18610.4,Capacity,0
Munich,18610.4,Weather,1202
Munich,18610.4,Event,0
Munich,18610.4,Staffing,0
Munich,16989.6,Disruption,0
Munich,16989.6,Capacity,0
Munich,16989.6,Weather,174
Munich,16989.6,Event,0
Munich,16989.6,Staffing,0
Munich,12935,Disruption,0
Munich,12935,Capacity,0
Munich,12935,Weather,255
Munich,12935,Event,0
Munich,12935,Staffing,0
Munich,13495.4,Disruption,0
Munich,13495.4,Capacity,0
Munich,13495.4,Weather,0
Munich,13495.4,Event,87
Munich,13495.4,Staffing,0
Munich,12930.1,Disruption,0
Munich,12930.1,Capacity,169
Munich,12930.1,Weather,0
Munich,12930.1,Event,0
Munich,12930.1,Staffing,0
Munich,24757.4,Disruption,0
Munich,24757.4,Capacity,322
Munich,24757.4,Weather,0
Munich,24757.4,Event,0
Munich,24757.4,Staffing,0
Munich,36790.4,Disruption,0
Munich,36790.4,Capacity,0
Munich,36790.4,Weather,5474
Munich,36790.4,Event,238
Munich,36790.4,Staffing,0
Munich,38504.3,Disruption,636
Munich,38504.3,Capacity,0
Munich,38504.3,Weather,11682
Munich,38504.3,Event,265
Munich,38504.3,Staffing,0
Munich,36268.6,Disruption,31
Munich,36268.6,Capacity,0
Munich,36268.6,Weather,312
Munich,36268.6,Event,0
Munich,36268.6,Staffing,0
Munich,40512.6,Disruption,0
Munich,40512.6,Capacity,0
Munich,40512.6,Weather,1841
Munich,40512.6,Event,0
Munich,40512.6,Staffing,0
Munich,45628.4,Disruption,0
Munich,45628.4,Capacity,0
Munich,45628.4,Weather,2537
Munich,45628.4,Event,0
Munich,45628.4,Staffing,296
Munich,41601.3,Disruption,222
Munich,41601.3,Capacity,0
Munich,41601.3,Weather,385
Munich,41601.3,Event,0
Munich,41601.3,Staffing,0
Munich,32667.6,Disruption,0
Munich,32667.6,Capacity,0
Munich,32667.6,Weather,0
Munich,32667.6,Event,0
Munich,32667.6,Staffing,0
Munich,25294.4,Disruption,0
Munich,25294.4,Capacity,0
Munich,25294.4,Weather,5654
Munich,25294.4,Event,332
Munich,25294.4,Staffing,0
Munich,21334.5,Disruption,0
Munich,21334.5,Capacity,0
Munich,21334.5,Weather,3058
Munich,21334.5,Event,0
Munich,21334.5,Staffing,0
Munich,28477.2,Disruption,0
Munich,28477.2,Capacity,0
Munich,28477.2,Weather,1361
Munich,28477.2,Event,0
Munich,28477.2,Staffing,0
Munich,36053.1,Disruption,0
Munich,36053.1,Capacity,0
Munich,36053.1,Weather,770
Munich,36053.1,Event,0
Munich,36053.1,Staffing,0
Munich,37465.9,Disruption,0
Munich,37465.9,Capacity,0
Munich,37465.9,Weather,2551
Munich,37465.9,Event,0
Munich,37465.9,Staffing,0
Munich,40409,Disruption,0
Munich,40409,Capacity,0
Munich,40409,Weather,4553
Munich,40409,Event,0
Munich,40409,Staffing,0
Munich,43395.2,Disruption,0
Munich,43395.2,Capacity,0
Munich,43395.2,Weather,16621
Munich,43395.2,Event,0
Munich,43395.2,Staffing,225
Munich,42722.4,Disruption,0
Munich,42722.4,Capacity,280
Munich,42722.4,Weather,4937
Munich,42722.4,Event,0
Munich,42722.4,Staffing,0
Munich,43087.5,Disruption,0
Munich,43087.5,Capacity,0
Munich,43087.5,Weather,612
Munich,43087.5,Event,0
Munich,43087.5,Staffing,0
Munich,42537.9,Disruption,0
Munich,42537.9,Capacity,141
Munich,42537.9,Weather,1734
Munich,42537.9,Event,0
Munich,42537.9,Staffing,0
Munich,28303.4,Disruption,0
Munich,28303.4,Capacity,0
Munich,28303.4,Weather,936
Munich,28303.4,Event,0
Munich,28303.4,Staffing,0
Munich,23241.5,Disruption,950
Munich,23241.5,Capacity,3349
Munich,23241.5,Weather,1607
Munich,23241.5,Event,0
Munich,23241.5,Staffing,0
Munich,22439.3,Disruption,0
Munich,22439.3,Capacity,0
Munich,22439.3,Weather,201
Munich,22439.3,Event,0
Munich,22439.3,Staffing,0
Munich,30772.5,Disruption,0
Munich,30772.5,Capacity,0
Munich,30772.5,Weather,252
Munich,30772.5,Event,0
Munich,30772.5,Staffing,0
Munich,40873.9,Disruption,0
Munich,40873.9,Capacity,280
Munich,40873.9,Weather,3482
Munich,40873.9,Event,851
Munich,40873.9,Staffing,0
Munich,48295.6,Disruption,0
Munich,48295.6,Capacity,1348
Munich,48295.6,Weather,12678
Munich,48295.6,Event,0
Munich,48295.6,Staffing,0
Munich,51529.4,Disruption,0
Munich,51529.4,Capacity,8
Munich,51529.4,Weather,13495
Munich,51529.4,Event,0
Munich,51529.4,Staffing,0
Munich,49473.1,Disruption,25
Munich,49473.1,Capacity,0
Munich,49473.1,Weather,11251
Munich,49473.1,Event,0
Munich,49473.1,Staffing,0
Munich,49572.6,Disruption,0
Munich,49572.6,Capacity,0
Munich,49572.6,Weather,8040
Munich,49572.6,Event,0
Munich,49572.6,Staffing,0
Munich,49023.7,Disruption,0
Munich,49023.7,Capacity,0
Munich,49023.7,Weather,3826
Munich,49023.7,Event,0
Munich,49023.7,Staffing,0
Munich,50884.8,Disruption,0
Munich,50884.8,Capacity,0
Munich,50884.8,Weather,2875
Munich,50884.8,Event,0
Munich,50884.8,Staffing,239
Munich,35541.5,Disruption,263
Munich,35541.5,Capacity,0
Munich,35541.5,Weather,1444
Munich,35541.5,Event,0
Munich,35541.5,Staffing,0
Munich,27048.6,Disruption,0
Munich,27048.6,Capacity,0
Munich,27048.6,Weather,1559
Munich,27048.6,Event,0
Munich,27048.6,Staffing,0
Leipzig-Halle,6755.201667,Disruption,0
Leipzig-Halle,6755.201667,Capacity,0
Leipzig-Halle,6755.201667,Weather,799
Leipzig-Halle,6755.201667,Event,0
Leipzig-Halle,6755.201667,Staffing,0
Leipzig-Halle,5546.135,Disruption,0
Leipzig-Halle,5546.135,Capacity,0
Leipzig-Halle,5546.135,Weather,4358
Leipzig-Halle,5546.135,Event,0
Leipzig-Halle,5546.135,Staffing,0
Leipzig-Halle,7782.503333,Disruption,0
Leipzig-Halle,7782.503333,Capacity,0
Leipzig-Halle,7782.503333,Weather,743
Leipzig-Halle,7782.503333,Event,0
Leipzig-Halle,7782.503333,Staffing,0
Leipzig-Halle,7783.183333,Disruption,0
Leipzig-Halle,7783.183333,Capacity,180
Leipzig-Halle,7783.183333,Weather,133
Leipzig-Halle,7783.183333,Event,0
Leipzig-Halle,7783.183333,Staffing,0
Leipzig-Halle,9432.233333,Disruption,0
Leipzig-Halle,9432.233333,Capacity,378
Leipzig-Halle,9432.233333,Weather,216
Leipzig-Halle,9432.233333,Event,0
Leipzig-Halle,9432.233333,Staffing,0
Leipzig-Halle,9613.808333,Disruption,0
Leipzig-Halle,9613.808333,Capacity,62
Leipzig-Halle,9613.808333,Weather,507
Leipzig-Halle,9613.808333,Event,0
Leipzig-Halle,9613.808333,Staffing,0
Leipzig-Halle,10365.20833,Disruption,0
Leipzig-Halle,10365.20833,Capacity,0
Leipzig-Halle,10365.20833,Weather,146
Leipzig-Halle,10365.20833,Event,0
Leipzig-Halle,10365.20833,Staffing,0
Leipzig-Halle,9845.798333,Disruption,0
Leipzig-Halle,9845.798333,Capacity,0
Leipzig-Halle,9845.798333,Weather,791
Leipzig-Halle,9845.798333,Event,0
Leipzig-Halle,9845.798333,Staffing,0
Leipzig-Halle,9938.035,Disruption,0
Leipzig-Halle,9938.035,Capacity,377
Leipzig-Halle,9938.035,Weather,2510
Leipzig-Halle,9938.035,Event,0
Leipzig-Halle,9938.035,Staffing,0
Leipzig-Halle,8977.476667,Disruption,0
Leipzig-Halle,8977.476667,Capacity,0
Leipzig-Halle,8977.476667,Weather,722
Leipzig-Halle,8977.476667,Event,0
Leipzig-Halle,8977.476667,Staffing,0
Leipzig-Halle,7602.135,Disruption,0
Leipzig-Halle,7602.135,Capacity,0
Leipzig-Halle,7602.135,Weather,1021
Leipzig-Halle,7602.135,Event,0
Leipzig-Halle,7602.135,Staffing,0
Leipzig-Halle,5785.323333,Disruption,0
Leipzig-Halle,5785.323333,Capacity,0
Leipzig-Halle,5785.323333,Weather,1020
Leipzig-Halle,5785.323333,Event,0
Leipzig-Halle,5785.323333,Staffing,0
Leipzig-Halle,9240.54,Disruption,0
Leipzig-Halle,9240.54,Capacity,0
Leipzig-Halle,9240.54,Weather,1303
Leipzig-Halle,9240.54,Event,0
Leipzig-Halle,9240.54,Staffing,0
Leipzig-Halle,8202.715,Disruption,0
Leipzig-Halle,8202.715,Capacity,161
Leipzig-Halle,8202.715,Weather,434
Leipzig-Halle,8202.715,Event,0
Leipzig-Halle,8202.715,Staffing,0
Leipzig-Halle,10241.98833,Disruption,0
Leipzig-Halle,10241.98833,Capacity,166
Leipzig-Halle,10241.98833,Weather,268
Leipzig-Halle,10241.98833,Event,0
Leipzig-Halle,10241.98833,Staffing,0
Leipzig-Halle,10952.45,Disruption,0
Leipzig-Halle,10952.45,Capacity,369
Leipzig-Halle,10952.45,Weather,2442
Leipzig-Halle,10952.45,Event,0
Leipzig-Halle,10952.45,Staffing,0
Leipzig-Halle,10634.37667,Disruption,0
Leipzig-Halle,10634.37667,Capacity,103
Leipzig-Halle,10634.37667,Weather,54
Leipzig-Halle,10634.37667,Event,0
Leipzig-Halle,10634.37667,Staffing,0
Leipzig-Halle,10293.26167,Disruption,0
Leipzig-Halle,10293.26167,Capacity,0
Leipzig-Halle,10293.26167,Weather,525
Leipzig-Halle,10293.26167,Event,0
Leipzig-Halle,10293.26167,Staffing,0
Leipzig-Halle,10237.06833,Disruption,0
Leipzig-Halle,10237.06833,Capacity,0
Leipzig-Halle,10237.06833,Weather,287
Leipzig-Halle,10237.06833,Event,0
Leipzig-Halle,10237.06833,Staffing,0
Leipzig-Halle,10781.74667,Disruption,0
Leipzig-Halle,10781.74667,Capacity,151
Leipzig-Halle,10781.74667,Weather,2969
Leipzig-Halle,10781.74667,Event,0
Leipzig-Halle,10781.74667,Staffing,0
Leipzig-Halle,8978.726667,Disruption,0
Leipzig-Halle,8978.726667,Capacity,0
Leipzig-Halle,8978.726667,Weather,1962
Leipzig-Halle,8978.726667,Event,0
Leipzig-Halle,8978.726667,Staffing,0
Leipzig-Halle,7689.458333,Disruption,0
Leipzig-Halle,7689.458333,Capacity,258
Leipzig-Halle,7689.458333,Weather,769
Leipzig-Halle,7689.458333,Event,0
Leipzig-Halle,7689.458333,Staffing,0
Leipzig-Halle,7089.1,Disruption,0
Leipzig-Halle,7089.1,Capacity,0
Leipzig-Halle,7089.1,Weather,1270
Leipzig-Halle,7089.1,Event,0
Leipzig-Halle,7089.1,Staffing,0
Leipzig-Halle,7589.203333,Disruption,0
Leipzig-Halle,7589.203333,Capacity,0
Leipzig-Halle,7589.203333,Weather,1182
Leipzig-Halle,7589.203333,Event,0
Leipzig-Halle,7589.203333,Staffing,0
Leipzig-Halle,6632.446667,Disruption,0
Leipzig-Halle,6632.446667,Capacity,0
Leipzig-Halle,6632.446667,Weather,11
Leipzig-Halle,6632.446667,Event,0
Leipzig-Halle,6632.446667,Staffing,0
Leipzig-Halle,9305.253333,Disruption,0
Leipzig-Halle,9305.253333,Capacity,0
Leipzig-Halle,9305.253333,Weather,434
Leipzig-Halle,9305.253333,Event,0
Leipzig-Halle,9305.253333,Staffing,0
Leipzig-Halle,7109.84,Disruption,0
Leipzig-Halle,7109.84,Capacity,0
Leipzig-Halle,7109.84,Weather,250
Leipzig-Halle,7109.84,Event,0
Leipzig-Halle,7109.84,Staffing,0
Leipzig-Halle,7752.915,Disruption,0
Leipzig-Halle,7752.915,Capacity,0
Leipzig-Halle,7752.915,Weather,1213
Leipzig-Halle,7752.915,Event,0
Leipzig-Halle,7752.915,Staffing,0
Leipzig-Halle,5825.42,Disruption,0
Leipzig-Halle,5825.42,Capacity,0
Leipzig-Halle,5825.42,Weather,1620
Leipzig-Halle,5825.42,Event,0
Leipzig-Halle,5825.42,Staffing,0
Leipzig-Halle,8032.946667,Disruption,0
Leipzig-Halle,8032.946667,Capacity,0
Leipzig-Halle,8032.946667,Weather,1334
Leipzig-Halle,8032.946667,Event,0
Leipzig-Halle,8032.946667,Staffing,0
Leipzig-Halle,10447.865,Disruption,0
Leipzig-Halle,10447.865,Capacity,0
Leipzig-Halle,10447.865,Weather,121
Leipzig-Halle,10447.865,Event,0
Leipzig-Halle,10447.865,Staffing,0
Leipzig-Halle,9968.248333,Disruption,0
Leipzig-Halle,9968.248333,Capacity,744
Leipzig-Halle,9968.248333,Weather,204
Leipzig-Halle,9968.248333,Event,0
Leipzig-Halle,9968.248333,Staffing,0
Leipzig-Halle,11312.05167,Disruption,0
Leipzig-Halle,11312.05167,Capacity,1294
Leipzig-Halle,11312.05167,Weather,602
Leipzig-Halle,11312.05167,Event,0
Leipzig-Halle,11312.05167,Staffing,0
Leipzig-Halle,10299.31333,Disruption,0
Leipzig-Halle,10299.31333,Capacity,1036
Leipzig-Halle,10299.31333,Weather,448
Leipzig-Halle,10299.31333,Event,0
Leipzig-Halle,10299.31333,Staffing,0
Leipzig-Halle,11773.09667,Disruption,0
Leipzig-Halle,11773.09667,Capacity,581
Leipzig-Halle,11773.09667,Weather,1479
Leipzig-Halle,11773.09667,Event,0
Leipzig-Halle,11773.09667,Staffing,0
Leipzig-Halle,12153.72667,Disruption,0
Leipzig-Halle,12153.72667,Capacity,614
Leipzig-Halle,12153.72667,Weather,90
Leipzig-Halle,12153.72667,Event,0
Leipzig-Halle,12153.72667,Staffing,0
Leipzig-Halle,10887.855,Disruption,0
Leipzig-Halle,10887.855,Capacity,0
Leipzig-Halle,10887.855,Weather,230
Leipzig-Halle,10887.855,Event,0
Leipzig-Halle,10887.855,Staffing,0
Leipzig-Halle,11225.61667,Disruption,0
Leipzig-Halle,11225.61667,Capacity,0
Leipzig-Halle,11225.61667,Weather,199
Leipzig-Halle,11225.61667,Event,0
Leipzig-Halle,11225.61667,Staffing,0
Leipzig-Halle,9494.373333,Disruption,0
Leipzig-Halle,9494.373333,Capacity,0
Leipzig-Halle,9494.373333,Weather,732
Leipzig-Halle,9494.373333,Event,0
Leipzig-Halle,9494.373333,Staffing,0
Leipzig-Halle,9807.265,Disruption,0
Leipzig-Halle,9807.265,Capacity,0
Leipzig-Halle,9807.265,Weather,844
Leipzig-Halle,9807.265,Event,0
Leipzig-Halle,9807.265,Staffing,0
Leipzig-Halle,6670.801667,Disruption,0
Leipzig-Halle,6670.801667,Capacity,0
Leipzig-Halle,6670.801667,Weather,247
Leipzig-Halle,6670.801667,Event,0
Leipzig-Halle,6670.801667,Staffing,0
Leipzig-Halle,7927.913333,Disruption,0
Leipzig-Halle,7927.913333,Capacity,0
Leipzig-Halle,7927.913333,Weather,757
Leipzig-Halle,7927.913333,Event,0
Leipzig-Halle,7927.913333,Staffing,0
Leipzig-Halle,10536.03333,Disruption,0
Leipzig-Halle,10536.03333,Capacity,90
Leipzig-Halle,10536.03333,Weather,2036
Leipzig-Halle,10536.03333,Event,0
Leipzig-Halle,10536.03333,Staffing,0
Leipzig-Halle,11791.675,Disruption,0
Leipzig-Halle,11791.675,Capacity,0
Leipzig-Halle,11791.675,Weather,264
Leipzig-Halle,11791.675,Event,0
Leipzig-Halle,11791.675,Staffing,0
Leipzig-Halle,12792.06667,Disruption,0
Leipzig-Halle,12792.06667,Capacity,0
Leipzig-Halle,12792.06667,Weather,339
Leipzig-Halle,12792.06667,Event,0
Leipzig-Halle,12792.06667,Staffing,0
Leipzig-Halle,12329.41,Disruption,0
Leipzig-Halle,12329.41,Capacity,77
Leipzig-Halle,12329.41,Weather,669
Leipzig-Halle,12329.41,Event,0
Leipzig-Halle,12329.41,Staffing,0
Leipzig-Halle,11501.275,Disruption,0
Leipzig-Halle,11501.275,Capacity,0
Leipzig-Halle,11501.275,Weather,1096
Leipzig-Halle,11501.275,Event,0
Leipzig-Halle,11501.275,Staffing,0
Leipzig-Halle,10502.95667,Disruption,0
Leipzig-Halle,10502.95667,Capacity,0
Leipzig-Halle,10502.95667,Weather,69
Leipzig-Halle,10502.95667,Event,0
Leipzig-Halle,10502.95667,Staffing,0
Leipzig-Halle,7311.04,Disruption,0
Leipzig-Halle,7311.04,Capacity,0
Leipzig-Halle,7311.04,Weather,1281
Leipzig-Halle,7311.04,Event,0
Leipzig-Halle,7311.04,Staffing,0
Leipzig-Halle,8415.881667,Disruption,0
Leipzig-Halle,8415.881667,Capacity,0
Leipzig-Halle,8415.881667,Weather,1612
Leipzig-Halle,8415.881667,Event,0
Leipzig-Halle,8415.881667,Staffing,0
Leipzig-Halle,7543.943333,Disruption,0
Leipzig-Halle,7543.943333,Capacity,0
Leipzig-Halle,7543.943333,Weather,616
Leipzig-Halle,7543.943333,Event,0
Leipzig-Halle,7543.943333,Staffing,0
Leipzig-Halle,10153.71833,Disruption,0
Leipzig-Halle,10153.71833,Capacity,0
Leipzig-Halle,10153.71833,Weather,2344
Leipzig-Halle,10153.71833,Event,130
Leipzig-Halle,10153.71833,Staffing,0
Leipzig-Halle,10053.31333,Disruption,667
Leipzig-Halle,10053.31333,Capacity,0
Leipzig-Halle,10053.31333,Weather,353
Leipzig-Halle,10053.31333,Event,0
Leipzig-Halle,10053.31333,Staffing,0
Leipzig-Halle,10822.99333,Disruption,0
Leipzig-Halle,10822.99333,Capacity,0
Leipzig-Halle,10822.99333,Weather,883
Leipzig-Halle,10822.99333,Event,305
Leipzig-Halle,10822.99333,Staffing,0
Leipzig-Halle,10964.54333,Disruption,0
Leipzig-Halle,10964.54333,Capacity,0
Leipzig-Halle,10964.54333,Weather,0
Leipzig-Halle,10964.54333,Event,0
Leipzig-Halle,10964.54333,Staffing,0
Leipzig-Halle,12423.97833,Disruption,0
Leipzig-Halle,12423.97833,Capacity,0
Leipzig-Halle,12423.97833,Weather,1781
Leipzig-Halle,12423.97833,Event,0
Leipzig-Halle,12423.97833,Staffing,0
Leipzig-Halle,12836.50167,Disruption,0
Leipzig-Halle,12836.50167,Capacity,0
Leipzig-Halle,12836.50167,Weather,4288
Leipzig-Halle,12836.50167,Event,61
Leipzig-Halle,12836.50167,Staffing,0
Leipzig-Halle,11654.62833,Disruption,0
Leipzig-Halle,11654.62833,Capacity,0
Leipzig-Halle,11654.62833,Weather,822
Leipzig-Halle,11654.62833,Event,123
Leipzig-Halle,11654.62833,Staffing,0
Leipzig-Halle,12304.365,Disruption,0
Leipzig-Halle,12304.365,Capacity,0
Leipzig-Halle,12304.365,Weather,743
Leipzig-Halle,12304.365,Event,0
Leipzig-Halle,12304.365,Staffing,0
Leipzig-Halle,9432.98,Disruption,306
Leipzig-Halle,9432.98,Capacity,0
Leipzig-Halle,9432.98,Weather,4201
Leipzig-Halle,9432.98,Event,0
Leipzig-Halle,9432.98,Staffing,0
Leipzig-Halle,7778.215,Disruption,0
Leipzig-Halle,7778.215,Capacity,0
Leipzig-Halle,7778.215,Weather,1320
Leipzig-Halle,7778.215,Event,0
Leipzig-Halle,7778.215,Staffing,0
Leipzig-Halle,6232.926667,Disruption,184
Leipzig-Halle,6232.926667,Capacity,0
Leipzig-Halle,6232.926667,Weather,1111
Leipzig-Halle,6232.926667,Event,0
Leipzig-Halle,6232.926667,Staffing,0
Leipzig-Halle,8333.491667,Disruption,323
Leipzig-Halle,8333.491667,Capacity,0
Leipzig-Halle,8333.491667,Weather,66
Leipzig-Halle,8333.491667,Event,0
Leipzig-Halle,8333.491667,Staffing,0
Leipzig-Halle,8446.86,Disruption,115
Leipzig-Halle,8446.86,Capacity,0
Leipzig-Halle,8446.86,Weather,0
Leipzig-Halle,8446.86,Event,0
Leipzig-Halle,8446.86,Staffing,0
Leipzig-Halle,9322.951667,Disruption,1257
Leipzig-Halle,9322.951667,Capacity,0
Leipzig-Halle,9322.951667,Weather,468
Leipzig-Halle,9322.951667,Event,0
Leipzig-Halle,9322.951667,Staffing,0
Leipzig-Halle,9378.296667,Disruption,86
Leipzig-Halle,9378.296667,Capacity,0
Leipzig-Halle,9378.296667,Weather,1484
Leipzig-Halle,9378.296667,Event,0
Leipzig-Halle,9378.296667,Staffing,0
Leipzig-Halle,10463.05,Disruption,0
Leipzig-Halle,10463.05,Capacity,0
Leipzig-Halle,10463.05,Weather,1885
Leipzig-Halle,10463.05,Event,0
Leipzig-Halle,10463.05,Staffing,0
Leipzig-Halle,10364.48,Disruption,0
Leipzig-Halle,10364.48,Capacity,0
Leipzig-Halle,10364.48,Weather,419
Leipzig-Halle,10364.48,Event,0
Leipzig-Halle,10364.48,Staffing,0
Leipzig-Halle,9442.776667,Disruption,185
Leipzig-Halle,9442.776667,Capacity,0
Leipzig-Halle,9442.776667,Weather,0
Leipzig-Halle,9442.776667,Event,0
Leipzig-Halle,9442.776667,Staffing,0
Leipzig-Halle,8772.031667,Disruption,0
Leipzig-Halle,8772.031667,Capacity,0
Leipzig-Halle,8772.031667,Weather,792
Leipzig-Halle,8772.031667,Event,0
Leipzig-Halle,8772.031667,Staffing,0
Leipzig-Halle,9036.068333,Disruption,433
Leipzig-Halle,9036.068333,Capacity,154
Leipzig-Halle,9036.068333,Weather,85
Leipzig-Halle,9036.068333,Event,0
Leipzig-Halle,9036.068333,Staffing,0
Leipzig-Halle,7742.271667,Disruption,0
Leipzig-Halle,7742.271667,Capacity,0
Leipzig-Halle,7742.271667,Weather,984
Leipzig-Halle,7742.271667,Event,0
Leipzig-Halle,7742.271667,Staffing,0
Leipzig-Halle,6975.745,Disruption,0
Leipzig-Halle,6975.745,Capacity,0
Leipzig-Halle,6975.745,Weather,432
Leipzig-Halle,6975.745,Event,0
Leipzig-Halle,6975.745,Staffing,0
